	v	.	:	s	praha	(	,	)	-	na	byl	české	včera	i	o	k	se	a	zákona	do	jeho	který	od	ve	po	že	""""	aby	bude	j	z	při	ze	ale	to	pro	privatizace	podle	by	být	mezi	čsfr	jsou	budou	co	už	za	listopadu	státu	je	pouze	které	nás	u	první	musí	?	nato	před	bylo	si	však	jak	jako	&slash;	okd
ale	0.4165763170921447	0.714878231756241	0.15092964027386058	0.19832438256286045	0.07677045243071877	0.17759009516553778	0.7257337617261629	0.15613211220434456	0.25111086879023686	0.33647856586576896	0.08854794887510604	0.0784725864415512	0.0986189169471593	0.1566603565191078	0.2806526346778824	0.14617469965311286	0.3021063930985798	0.4298646928580594	0.09691343056530574	0.17065403233753884	0.08542054672075261	0.09669827354931215	0.11240158444926496	0.1391940649312276	0.12069362808320847	0.20987330091602086	0.22023058022377584	0.10079135351842453	0.0931639138839736	0.06814219435055699	0.18038684599982024	0.10241423160769203	0.09614559158969838		0.1213746645508898	0.11317769406309386	0.06948738676421438	0.09844570290060359	0.1435794819992139	0.08794364867146974	0.09621204406434689	0.09302465290464534	0.0850351783721977	0.08884204824893338	0.08654283258391889	0.09189981178421	0.11821457785932891	0.07149104897082906	0.07728956347478219	0.15808984971650034	0.08469021278286251	0.10631320166763923	0.07623145855017854	0.1092120323804312	0.08043151586660191	0.08943086912892183	0.08918095591349828	0.0803193718604951	0.0971909867297672	0.0903588795390623	0.08464217921213407	0.09483963236377783	0.08440560269153521	0.09982832291358612	0.09028067618267456	0.06820629744064238
to	0.4470917653711225	0.7297776682224937	0.1755760736129486	0.21882257113260944	0.10976561085117138	0.20069103029386126	0.7414073098933299	0.18894403164170837	0.2632912037472802	0.36257919664308486	0.11585750367124696	0.10914915878825317	0.12747239894111473	0.17688622643871982	0.30290718586704835	0.17075720965124602	0.32399784894237216	0.43775758456312075	0.11958267400350758	0.19241487106862243	0.1207225875475285	0.11240021935231195	0.13723885036971395	0.16077962296591453	0.15035007927310962	0.19583947780499236	0.2452058533028612	0.11144487373899808	0.11827168937571789	0.1012315171216579	0.19827711481946936	0.13381619958885516	0.12816649628212304	0.1213746645508898		0.14486326580256553	0.10171295574272723	0.12691719425280287	0.1671383961757319	0.11526760240510035	0.11853685766596951	0.12750077760708864	0.11550921692933742	0.11821646051344561	0.10202910153102494	0.1137001772156587	0.1394965325094083	0.10384766921475685	0.10935668423402191	0.1714873898493577	0.11182311320378319	0.11527396352886106	0.10899073700632923	0.1319700570888977	0.1047352544765479	0.11134565070905135	0.11939591732690019	0.11170550953920733	0.12823848575322422	0.11098622812171748	0.11517282769619128	0.11755469905334473	0.10602300958111699	0.12091970803084315	0.11213059594712527	0.10241929906671449
pro	0.4459026979701698	0.7327415840068348	0.17395564786500722	0.22084093748353797	0.10399268845348938	0.19918786286630386	0.751060607455007	0.1809201681669455	0.2580393961479742	0.3688950113880172	0.11260674730023987	0.10508890284447123	0.12459696915244486	0.1732406949567201	0.3041370980268169	0.17075221584206163	0.3225028203686343	0.4455331066949957	0.11161463930615378	0.18866489616406285	0.11212547898775593	0.10298397532737029	0.12997572056211903	0.15997751529994733	0.1452938456176152	0.18937353902069096	0.23920257444107132	0.11033029702351513	0.1109862564540402	0.09505899267855358	0.20193225379068952	0.12843427740814883	0.12253800658430247	0.11317769406309386	0.14486326580256553		0.09500433845400943	0.12066727736564867	0.1617493871680551	0.1093121546142096	0.11566822905958993	0.11684909760884431	0.1115472481144654	0.113635995997142	0.09883409799159688	0.10918760179916631	0.13686324950204887	0.10023292892249908	0.10218142997487722	0.16939933870250767	0.10849643661741393	0.11091838423124227	0.10081573397227114	0.1341270672246488	0.10153065887912782	0.10579065429978973	0.11400656880137183	0.10295929417498537	0.1233292452685263	0.10778612385639397	0.10953404571222908	0.10917138230023585	0.0981658732038055	0.11578460696597767	0.1048560046204601	0.09521777308194103
privatizace	0.40256497725833007	0.6994725713804241	0.1334815203207436	0.1793662831297557	0.05929069543285627	0.15884324284962476	0.7166091546642888	0.15412515736137733	0.22299186145552527	0.3220295707667593	0.06814067394051823	0.0596698446610357	0.07935328117221652	0.13321454996060822	0.2605610039677475	0.12259803898605885	0.28187579527709355	0.4062601078378899	0.06831191428483063	0.14517310436122122	0.0662337550893734	0.060821152579850477	0.08558024604806799	0.1131897138986088	0.10201789683123286	0.15003522100085565	0.1987446439254138	0.06615253778175481	0.0664744453497646	0.05531860396323329	0.15643660875339369	0.08356624710310118	0.07732989952398356	0.06948738676421438	0.10171295574272723	0.09500433845400943		0.07227626214860361	0.12241316686406056	0.06457735964754986	0.06901862097126252	0.07802788850753531	0.06685519323352038	0.07020516239963512	0.05477673526664069	0.06361613885201378	0.09249015258295841	0.05325126683723101	0.06134196503415115	0.12820230098607222	0.06477788459596412	0.06540697293094425	0.05882067897483754	0.08285078524414638	0.0545182588330524	0.0629726467528755	0.06927177383471209	0.06046699468077584	0.0781211382082074	0.06270363086649425	0.06445155272232936	0.06460105804462687	0.05435581079073211	0.07121428271036873	0.06215918456199017	0.05057359802851884
podle	0.4287950245445609	0.7103129715796314	0.15258068053100096	0.20105935857396398	0.08631209752684776	0.1789480856342251	0.7301148138827658	0.16198892518458902	0.23866773844949662	0.3504223260598165	0.09028747842953345	0.08126146182594042	0.10380588686908078	0.1551424906460147	0.28264728719048626	0.15121773242803424	0.2997537783413271	0.4259108139656122	0.09025401704947983	0.1724120511199676	0.09331731767639748	0.08827608775937529	0.11062298348065813	0.13884863504839434	0.1268963942070685	0.1953349254507419	0.22142251013430558	0.09410515662864653	0.09407803994160537	0.07515233812364354	0.18276740939478947	0.10841580745073276	0.10472297818363073	0.09844570290060359	0.12691719425280287	0.12066727736564867	0.07227626214860361		0.14044883829300925	0.08672416413656509	0.09419147496798913	0.09549263574762284	0.08726905371111877	0.09111477853519387	0.0818226173917294	0.0887889928487404	0.11485279692361144	0.08067672480333944	0.07945335366947141	0.15237118849655318	0.08597626316809522	0.09530447185760887	0.07843279488930914	0.10493038414354347	0.07831507215245995	0.08522806353871461	0.09141857832372731	0.08043807671303724	0.10399632876173784	0.08543306834199162	0.08680596940682328	0.0890452121072823	0.08072063939627025	0.09507601302297773	0.0856412235069962	0.07557037472474329
by	0.45790033457330226	0.7427055190078586	0.195981495455153	0.23782262652521716	0.12686050419838535	0.21833992879543845	0.7796139000640443	0.2025533011460668	0.28229802716023916	0.3820003930140296	0.13827982870592648	0.12790211715305908	0.15235247958939954	0.19816094328290523	0.319740194609344	0.18681043558208044	0.3544008626415739	0.4644332835750068	0.1351643829354865	0.21360525950178685	0.13444114995191253	0.1371623779499772	0.152809631585394	0.17827802826773054	0.16887617496675678	0.24128859933427985	0.2563649033394595	0.14054999332347906	0.14086064904470388	0.11757172506206487	0.2179398007543233	0.15105687538629634	0.14529116239746384	0.1435794819992139	0.1671383961757319	0.1617493871680551	0.12241316686406056	0.14044883829300925		0.13490702492089734	0.1376707943226754	0.144459167208785	0.1335836201537582	0.13907898260408935	0.1292898292933227	0.13226831220342666	0.15858477310704241	0.12016765343331585	0.12959025838492838	0.20036854661613143	0.1321323813914615	0.14071520766225065	0.12712865862014947	0.15050150559894698	0.12281308405201681	0.13020272779343595	0.1377331447663667	0.12829092654955282	0.14608240108168769	0.13413893196084986	0.13828608952569638	0.1356537927027381	0.12544165509075797	0.13959693986402893	0.12979015375214276	0.1165095020793454
být	0.41471719966517356	0.7184396312592797	0.15223677976461436	0.19052975003522493	0.07195812300940864	0.17158955751072685	0.732457340995385	0.1532743949030446	0.23779798876163752	0.33784766191274185	0.0827305286576382	0.07356255932488667	0.09578035064207087	0.1476599468038664	0.2735871940031801	0.1367036406469873	0.29825246693050633	0.41982522527206595	0.08291814280537306	0.1594856008193858	0.0807928948089257	0.07322735588189914	0.10100445780762526	0.12707590796617496	0.11543336249989203	0.16417536795366955	0.2098172672429346	0.07838132240760849	0.08083733209040722	0.06323216723389247	0.17038947569514915	0.09804039109939694	0.0918595797011527	0.08794364867146974	0.11526760240510035	0.1093121546142096	0.06457735964754986	0.08672416413656509	0.13490702492089734		0.08472686376835811	0.08951876966912081	0.07971210393922355	0.08430342116155971	0.06717774451022074	0.08055307686117422	0.10747668870666793	0.06903879559741913	0.07421049754595363	0.14656983913241667	0.0798459809280474	0.08098120099171056	0.07264868560884793	0.09732492924044214	0.06976152012698134	0.07486074519920041	0.08455495983437208	0.07430174489074443	0.09265081838537653	0.07735914504993444	0.07983177698648074	0.08094247396256352	0.06702487631886603	0.08645203213039539	0.07402847055635275	0.06527963041769812
mezi	0.42550032145375305	0.7123947558876991	0.15062965530387623	0.20193954100112843	0.07676633548033027	0.17600301880520502	0.7344689295111211	0.15765542778999156	0.2371154533420904	0.34266713547992356	0.08717178998135086	0.07924940770911118	0.09754909931838818	0.15003734800185556	0.2791013293076045	0.14294691904266874	0.3015214641316527	0.4238052805543523	0.086174061562888	0.16595902370290128	0.08592817644214995	0.0847187120782012	0.10638152315871496	0.13403351629231192	0.12037139298513444	0.19186798709627853	0.21735367361261795	0.0894639857112997	0.0853396402109558	0.06843659943747196	0.1755932045055487	0.10277766419624021	0.09662357825829254	0.09621204406434689	0.11853685766596951	0.11566822905958993	0.06901862097126252	0.09419147496798913	0.1376707943226754	0.08472686376835811		0.09224978394910321	0.0841533652629362	0.08806607278479797	0.07618802910704407	0.08453474263426357	0.11104862531687454	0.07351829766601312	0.07619571249213031	0.14994907638701255	0.08190964286965205	0.0930174986993963	0.07638126743238174	0.10212809613958662	0.07182834962220574	0.08066694840036155	0.08830288987554472	0.07738937096264134	0.09741481694251637	0.08224928190368969	0.08354832822948217	0.08510790073560755	0.07356752974110027	0.09100754476659714	0.08046587967962138	0.06868627368452102
čsfr	0.4201094966327996	0.714960414909013	0.15324100117737843	0.1985494488976398	0.0817731055949857	0.180415650333566	0.7358589436537846	0.16582057053177648	0.24178969709780374	0.3412246736827996	0.09137183691835893	0.0836494899416323	0.10299631986860841	0.15326855598347403	0.28041647804227154	0.1470346934027905	0.30153758237097544	0.4267137830906933	0.09180182787846929	0.16629159091759144	0.09093575581154861	0.08459231852361984	0.10857603180290568	0.1347283213073511	0.12364376063005915	0.17130516888578062	0.21762438437074533	0.0899214862097986	0.08946515762327857	0.07774621205757624	0.1772134781927781	0.10860718966848175	0.10090496889954878	0.09302465290464534	0.12750077760708864	0.11684909760884431	0.07802788850753531	0.09549263574762284	0.144459167208785	0.08951876966912081	0.09224978394910321		0.09116212318136538	0.09475386951248543	0.07787676255554539	0.08684730182985448	0.11394200416290276	0.07697714065442157	0.08412648788644561	0.14807374051455446	0.08610968980666013	0.08807251974042175	0.08506052712555293	0.10562178501502972	0.07689362680451965	0.0841967178762872	0.09250293681255278	0.08557527651041377	0.10111400199605969	0.08619218743289145	0.08794010928872656	0.08884564805830159	0.07715584067568997	0.09432408960804042	0.08590079566810571	0.07647612379852577
jsou	0.4189165846777982	0.7141278393767274	0.1473228684307384	0.19222168474910706	0.07293585753347258	0.1710267583187499	0.7321759222129927	0.15593433145172964	0.23737380112757778	0.33697684904930725	0.08473959524843835	0.07410744889944036	0.09531564132873882	0.1515347119830504	0.2760243510492024	0.13724853022154102	0.2982036192660419	0.4228614880337671	0.08999028962701912	0.16149597640865268	0.08133778438347938	0.07377224545645283	0.10052325621750538	0.12790735943914483	0.11597825207444573	0.16200004090158296	0.21104419694846582	0.08174957195301596	0.08070361196448655	0.06377705680844617	0.1697274194402535	0.10037470941741133	0.09390868059396347	0.0850351783721977	0.11550921692933742	0.1115472481144654	0.06685519323352038	0.08726905371111877	0.1335836201537582	0.07971210393922355	0.0841533652629362	0.09116212318136538		0.08416970103563903	0.06772263408477444	0.07875088314368746	0.10649292979143199	0.06661074980625886	0.07316135232629009	0.14972012341455798	0.07980930850441906	0.08039976449345941	0.07218912509812855	0.09786981881499585	0.06710012061526285	0.07590856506788386	0.08440651812638578	0.07522762239837932	0.09319570795993024	0.07790403462448812	0.07965195648032324	0.07970508733873286	0.06756976589341973	0.08806813835758306	0.07497613528071223	0.06403464178386738
budou	0.4220677913384324	0.716937305208763	0.15124229068432937	0.19761472600950608	0.07643075065177185	0.17581524487889738	0.7355920359897079	0.15762478273432523	0.2373505852962997	0.34178350549520353	0.08718812575405369	0.07805087141886985	0.10008915000580784	0.15316346119081645	0.2801930464558572	0.14064001317268715	0.3020013299333353	0.423845817548986	0.0864712215722158	0.16364828811344928	0.08523606290890576	0.07939024335567577	0.10434532265676588	0.13162140480167106	0.1241248935395643	0.16606803300313916	0.2139381816466412	0.08403934806542077	0.08526635607630995	0.07234941113260654	0.17335345517189288	0.1024434434354009	0.0979163299609934	0.08884204824893338	0.11821646051344561	0.113635995997142	0.07020516239963512	0.09111477853519387	0.13907898260408935	0.08430342116155971	0.08806607278479797	0.09475386951248543	0.08416970103563903		0.07165037215258395	0.08387020350451564	0.11253383860791819	0.07194792183921846	0.07769056777164801	0.14923687143525244	0.08644381209539331	0.08535347658251	0.07632383166552804	0.10172798157644611	0.07200368778193605	0.07985198758731336	0.08899783534872194	0.07739127773890875	0.09708011272971478	0.08184745714391763	0.08430405849993157	0.08401786269665051	0.07149750396122924	0.09088105611629811	0.07879437588976	0.06827692503088828
co	0.4083699267368491	0.6974348566919322	0.1344527296444672	0.1846365882169207	0.0607161395832064	0.15952729715550681	0.7138562439583527	0.14212957005644844	0.22415144399178522	0.32600151311763503	0.0707410588031891	0.061541007156644296	0.08153730255780624	0.13654016640205374	0.26556150311216287	0.12881338902115025	0.28436500166316026	0.41280832665644973	0.06977278992710939	0.15397278167994422	0.07002159886737613	0.07859951275402242	0.0929179527112338	0.12045862133522467	0.10452369602949395	0.1884263039918207	0.2053841956981058	0.08268454959923699	0.07478583433588368	0.05251006893276061	0.16184432077019537	0.08676000298743523	0.08059358969859834	0.08654283258391889	0.10202910153102494	0.09883409799159688	0.05477673526664069	0.0818226173917294	0.1292898292933227	0.06717774451022074	0.07618802910704407	0.07787676255554539	0.06772263408477444	0.07165037215258395		0.07078554698779534	0.098244741998428	0.057959747443949	0.06195382678750849	0.13721354916246004	0.06547891169149031	0.08354565685505014	0.05880111550498557	0.0889618419079341	0.05955100948728541	0.06822488415944439	0.07187215869738295	0.06097367033042731	0.08138482838282218	0.06931512279171673	0.06708551473752716	0.07094658974034541	0.06962275058871609	0.0784409677053795	0.06902953252157837	0.05300902908057896
už	0.41631652190552304	0.7140471006567831	0.14661383574970754	0.19070348902576384	0.07136385336108153	0.17270703571304913	0.7274174415237125	0.15225294567074282	0.23347039311154955	0.33933860506376545	0.08386429651590813	0.07260133852935058	0.09451727836070481	0.14721340698378169	0.2743746494657354	0.13656484919734624	0.2984700125051882	0.42345443275198474	0.08077157944363925	0.1605565415836525	0.08052569432290121	0.07931622995895249	0.10071963563931513	0.12761863941454893	0.1149689108658857	0.19006976410672016	0.21324262411750577	0.08635086984332316	0.08114377093067346	0.06303411731822324	0.16929472897070502	0.09737518207699145	0.09122109613904379	0.09189981178421	0.1137001772156587	0.10918760179916631	0.06361613885201378	0.0887889928487404	0.13226831220342666	0.08055307686117422	0.08453474263426357	0.08684730182985448	0.07875088314368746	0.08387020350451564	0.07078554698779534		0.1056461431976258	0.06936753308528748	0.0720689937822032	0.14703595052286378	0.07773585596246818	0.08936512446735911	0.07223050285165611	0.09672561402033789	0.06795309605934352	0.07526446628111282	0.08412910296836085	0.0719868888433926	0.09176129595143868	0.07659533463737606	0.07942160951955508	0.08091203145532522	0.06816504762185153	0.08681167548631481	0.07506339756037263	0.06523314923450621
za	0.4374385360353158	0.7312780090940356	0.17486831949764725	0.21467562014098018	0.10045112112737747	0.19436059643681086	0.7502798421701367	0.17720169647327547	0.2571340477188504	0.36038483370960994	0.10951135450984666	0.10055877768414603	0.11983192144645541	0.17191220582711986	0.30359794572311105	0.16274822876917056	0.321261341930072	0.44214695105403856	0.10831330014508934	0.1864000603633607	0.10747180809726245	0.10705066986575384	0.12709660306495857	0.15410520551292956	0.1425995009054628	0.21302007073881768	0.23412144945260294	0.11144618458729366	0.1099943195993689	0.09022838559315183	0.1955318646725718	0.12443364983459049	0.1184400796070667	0.11821457785932891	0.1394965325094083	0.13686324950204887	0.09249015258295841	0.11485279692361144	0.15858477310704241	0.10747668870666793	0.11104862531687454	0.11394200416290276	0.10649292979143199	0.11253383860791819	0.098244741998428	0.1056461431976258		0.09295235771246263	0.09966724410382621	0.1712673991594381	0.10603580766686094	0.11513312824815122	0.09769276729181213	0.12614095689157467	0.09541372456215515	0.10431292339171032	0.11038084842923843	0.09962702292726545	0.11996522336907645	0.10504959884816635	0.10610328526502891	0.1077874937718035	0.09691902571313205	0.11355757959138076	0.10274264623088368	0.08916616261043236
listopadu	0.4090494333966882	0.7045244933580772	0.136083645244985	0.1840541674891314	0.06191638285754874	0.16140488228685201	0.7160555653226435	0.14709714702457924	0.22180814457596948	0.32915999539104257	0.06962917452467353	0.06042912287812874	0.08635903636592425	0.13807922468983402	0.26287784869045083	0.12721880075150926	0.28419188890136293	0.41021098298830094	0.06935492595810543	0.15088934523737346	0.07146440814845129	0.0601693350469594	0.08959894431800391	0.1174251771724994	0.1053496106104503	0.15070688000241753	0.20591772207523806	0.0681165407223912	0.07071551332549589	0.059823873793188306	0.1598414836390667	0.08777560941417967	0.08167858202234862	0.07149104897082906	0.10384766921475685	0.10023292892249908	0.05325126683723101	0.08067672480333944	0.12016765343331585	0.06903879559741913	0.07351829766601312	0.07697714065442157	0.06661074980625886	0.07194792183921846	0.057959747443949	0.06936753308528748	0.09295235771246263		0.060661955121389596	0.13100545390168666	0.06507570691315356	0.06796840456970579	0.06123419106607071	0.08428026807865675	0.057557150513992794	0.06223023904657224	0.07146895391904623	0.06210301959098863	0.08246982070657244	0.0642257086031765	0.06671511699163096	0.06676720545970222	0.056983136167006135	0.07338043012544405	0.06460803289198586	0.05737108656752839
státu	0.40804520190283955	0.7103100386143607	0.14338141809124427	0.18597730646554184	0.06540045376054415	0.16399101402549568	0.7222157789635197	0.1509004407244238	0.22786889859068798	0.3293348389886491	0.07531776546138602	0.06608413666231427	0.08726096973787989	0.14000119080222623	0.2672698521516944	0.12977513050692663	0.28837006938955956	0.4156414245088297	0.07509631426548409	0.15268860958781788	0.0734108466102412	0.06799824410071828	0.09275733756893581	0.12036680541947661	0.10832355119518455	0.15888419823244976	0.20670938637252664	0.07251894136883871	0.07436021637081125	0.06160992282096194	0.1633737886892198	0.090743338623969	0.08450699104485138	0.07728956347478219	0.10935668423402191	0.10218142997487722	0.06134196503415115	0.07945335366947141	0.12959025838492838	0.07421049754595363	0.07619571249213031	0.08412648788644561	0.07316135232629009	0.07769056777164801	0.06195382678750849	0.0720689937822032	0.09966724410382621	0.060661955121389596		0.13594451292493998	0.07180875376944507	0.07374904575257495	0.06632248786307066	0.09002787676501417	0.06008735519040228	0.0678852528307578	0.07717357543629108	0.06693168884707623	0.08529822972907519	0.06988072238736205	0.07238772590839779	0.07248682906567352	0.06048770052064514	0.07910005373141536	0.06822351307925678	0.05774713959131027
je	0.46661996494288827	0.7624900197859905	0.20881975320261864	0.24787017679663514	0.13550271711380205	0.22687108145147294	0.7789008732920462	0.21139670014627457	0.2997825046450651	0.3890367214077803	0.1490495046557832	0.1366336508089707	0.15503343157956764	0.2133958079226467	0.33007830567091956	0.19969814090891858	0.3566010492567361	0.4785077857107909	0.14360628901012532	0.22042540803093164	0.14321106734306552	0.14527640349005705	0.1648157000738666	0.19128201825632202	0.1762557668753475	0.24841910123321	0.2691066421840749	0.15178929308507866	0.14513875818651384	0.1265908057373537	0.2312383025391488	0.159389496171332	0.15635185161594262	0.15808984971650034	0.1714873898493577	0.16939933870250767	0.12820230098607222	0.15237118849655318	0.20036854661613143	0.14656983913241667	0.14994907638701255	0.14807374051455446	0.14972012341455798	0.14923687143525244	0.13721354916246004	0.14703595052286378	0.1712673991594381	0.13100545390168666	0.13594451292493998		0.14364743271584837	0.15381938472903517	0.13539347238614874	0.1603632518527605	0.13473950991279648	0.1416482326839312	0.14792673469411843	0.13448659575360872	0.15456396720039645	0.1451704412385651	0.1436340673708084	0.1451911692830517	0.13738127637064923	0.15143578855139672	0.14035000062048647	0.12771884552718338
pouze	0.41564219694053134	0.7219432285000548	0.1507279673909066	0.1904379339204831	0.0712938163514176	0.17031624329281242	0.7288852468790326	0.15250161605509083	0.23529626322410052	0.3366908037764782	0.08103169583890778	0.07186372650615623	0.09278140708229907	0.14999502429144854	0.27193525081188774	0.13500480782825686	0.2974745430745571	0.41875822117354977	0.08774656723373497	0.16162859022125148	0.07909406199019525	0.0715285230631687	0.09827953382422125	0.1256636370458607	0.11458535387465016	0.16246915552391467	0.20785316108067173	0.07746645206236537	0.07913849927167678	0.06153333441516203	0.16884136043522868	0.09634155828066651	0.0918018130426497	0.08469021278286251	0.11182311320378319	0.10849643661741393	0.06477788459596412	0.08597626316809522	0.1321323813914615	0.0798459809280474	0.08190964286965205	0.08610968980666013	0.07980930850441906	0.08644381209539331	0.06547891169149031	0.07773585596246818	0.10603580766686094	0.06507570691315356	0.07180875376944507	0.14364743271584837		0.07928236817298012	0.06981611649250308	0.09562609642171171	0.06686099878880142	0.07366484267459975	0.08285612701564166	0.0721910389921317	0.09095198556664609	0.075660312231204	0.0781329441677503	0.07788971715802319	0.06633843825864985	0.08475319931166495	0.07232963773762231	0.06261780726986228
které	0.41381696778730803	0.7121058712163191	0.147026583835256	0.19503769042707453	0.07271535887000376	0.17027906648038588	0.7158577195460382	0.15135212616793392	0.23844078324394286	0.33585096278616156	0.08683366172698632	0.07439217260828106	0.09467704271433477	0.15305645387989336	0.2784380296218561	0.14318865597342986	0.30123930141251953	0.4249091474765673	0.08228890121112575	0.1678112412952783	0.08141357266537487	0.09964594784196612	0.10931045618856386	0.1352683785779457	0.11544611159405381	0.20565531489966593	0.21533621090566396	0.10223400160865842	0.0904987171211592	0.06406178051728686	0.17779230277880426	0.09847390360218317	0.0924156806731031	0.10631320166763923	0.11527396352886106	0.11091838423124227	0.06540697293094425	0.09530447185760887	0.14071520766225065	0.08098120099171056	0.0930174986993963	0.08807251974042175	0.08039976449345941	0.08535347658251	0.08354565685505014	0.08936512446735911	0.11513312824815122	0.06796840456970579	0.07374904575257495	0.15381938472903517	0.07928236817298012		0.07245036953160403	0.1107510876738345	0.07775458459645754	0.08624697206923504	0.08567561517887279	0.07525286346582562	0.09320691935732694	0.08687953696373063	0.08110166148992681	0.09131289568065883	0.08364878672557771	0.0992637768324559	0.08631070105068475	0.06480120572572301
nás	0.408363768056285	0.7040871121873031	0.14037394128697944	0.18527536943695588	0.06444350558749222	0.16268897542603536	0.7193903590741418	0.1489463192615138	0.22550542317935446	0.3308687624285281	0.07436958410402303	0.06516953245747822	0.08965496291448759	0.1391675970694491	0.2657678352015358	0.13139258208900625	0.29126417302023677	0.4115885797394905	0.07373819657544783	0.15142803936764102	0.07708693724378145	0.0649097446263089	0.09274937463146776	0.11920663080763136	0.10722120420570766	0.15369549470886917	0.20544766425793376	0.06982080993457272	0.0725061396648054	0.05964851084963772	0.16051334020139318	0.08973613951696105	0.08352809468992066	0.07623145855017854	0.10899073700632923	0.10081573397227114	0.05882067897483754	0.07843279488930914	0.12712865862014947	0.07264868560884793	0.07638126743238174	0.08506052712555293	0.07218912509812855	0.07632383166552804	0.05880111550498557	0.07223050285165611	0.09769276729181213	0.06123419106607071	0.06632248786307066	0.13539347238614874	0.06981611649250308	0.07245036953160403		0.0879956340956067	0.05915515585298495	0.06697064862592172	0.07620936349839572	0.0656859012978957	0.08431933337414449	0.07324096948352497	0.07145552657098045	0.07262600311902732	0.05864824731363087	0.07812083970479357	0.06684910286431739	0.05787711217810467
u	0.4298462386503258	0.7235184467880306	0.16340177002118617	0.20931283662272604	0.09017253085636022	0.18687569593972386	0.742508863308144	0.1691222912230591	0.2491056354077223	0.35355988308669717	0.1008882435334105	0.09183598492148318	0.11072804798226801	0.16179720263074548	0.2929296968313838	0.1541287421686762	0.31067157751649743	0.43638717600224997	0.09978341665318487	0.18011890327807883	0.10092086744374339	0.09790370673138576	0.11993634647210867	0.1452233721947635	0.13304289941209324	0.20788700449350073	0.22614380674844659	0.10705896392963507	0.09861114314432502	0.08150559283048898	0.19548078123016127	0.11599132572717975	0.1099101961151622	0.1092120323804312	0.1319700570888977	0.1341270672246488	0.08285078524414638	0.10493038414354347	0.15050150559894698	0.09732492924044214	0.10212809613958662	0.10562178501502972	0.09786981881499585	0.10172798157644611	0.0889618419079341	0.09672561402033789	0.12614095689157467	0.08428026807865675	0.09002787676501417	0.1603632518527605	0.09562609642171171	0.1107510876738345	0.0879956340956067		0.08546875282009898	0.09440874593177417	0.10201934342760437	0.09105127975428946	0.11070143479938604	0.09602120168225937	0.09738049250236605	0.09761261851857132	0.08682916472086323	0.10458916679208373	0.09365709584682905	0.08044336984776951
první	0.4080963503235385	0.7043254411804893	0.13598268817497228	0.18014381778225275	0.05996528069836907	0.15977905782945004	0.7203661469467209	0.14225415329486607	0.22235809515638608	0.3288112917279804	0.0703700104807424	0.061895463346871286	0.08262234174593844	0.13716050288565568	0.26482665225649127	0.12660428367382098	0.28458722083214405	0.4089096265182509	0.07066672859587811	0.14991941762003555	0.07103259971148485	0.06821356756063834	0.08943431671591287	0.11669802374836133	0.10534636173109743	0.17950799256418548	0.20112642527391816	0.07299172061388817	0.06933739480750281	0.05238351736686665	0.15929231053762716	0.08678650431753816	0.08060788813070649	0.08043151586660191	0.1047352544765479	0.10153065887912782	0.0545182588330524	0.07831507215245995	0.12281308405201681	0.06976152012698134	0.07182834962220574	0.07689362680451965	0.06710012061526285	0.07200368778193605	0.05955100948728541	0.06795309605934352	0.09541372456215515	0.057557150513992794	0.06008735519040228	0.13473950991279648	0.06686099878880142	0.07775458459645754	0.05915515585298495	0.08546875282009898		0.06385106681016703	0.07222582045564745	0.06061830645960058	0.08070207767800172	0.06541621452125045	0.06743997092775415	0.06797191903454013	0.05863889871820304	0.07473720158376618	0.06380005947554623	0.05400835192231703
musí	0.41216665917148676	0.7090970064289327	0.14290047706825545	0.18777037166356897	0.0681225018242757	0.166848865408462	0.727180145838713	0.1491306727032708	0.23015307739368623	0.3334680323509683	0.07892698978629853	0.0696933609872268	0.08997993353664145	0.1440136208736971	0.2727394707778501	0.13451233779030985	0.29231436347377504	0.4173948090192954	0.07798943590778654	0.15886992993774562	0.0770200709351537	0.07782098857579858	0.09756500067972265	0.12561782006395322	0.11266668059788294	0.18858735497371923	0.20641151634045235	0.08224527258591392	0.08202746402873615	0.059362968896232604	0.16675757471737382	0.09435256294888149	0.08811621536976387	0.08943086912892183	0.11134565070905135	0.10579065429978973	0.0629726467528755	0.08522806353871461	0.13020272779343595	0.07486074519920041	0.08066694840036155	0.0841967178762872	0.07590856506788386	0.07985198758731336	0.06822488415944439	0.07526446628111282	0.10431292339171032	0.06223023904657224	0.0678852528307578	0.1416482326839312	0.07366484267459975	0.08624697206923504	0.06697064862592172	0.09440874593177417	0.06385106681016703		0.08005808968049238	0.06917528576515672	0.0897669685157329	0.07440351567232742	0.07523786856810967	0.07772633191025827	0.0657135139178123	0.08336622596298104	0.07268148436933845	0.05830074591351313
