	v	.	:	s	praha	(	,	)	-	na	byl	české	včera	i	o	k	se	a	zákona	do	jeho	který	od	ve	po	že	""""	aby	bude	j	z	při	ze	ale	to	pro	privatizace	podle	by	být	mezi	čsfr	jsou	budou	co	už	za	listopadu	státu	je	pouze	které	nás	u	první	musí	?	nato	před	bylo	si	však	jak	jako	&slash;	okd
byl	0.417716487008265	0.7202179501392567	0.14975170827313194	0.19631496867542403	0.075521437302377	0.18097410230324673	0.7363243991342519	0.15708543496272775	0.24543183733187102	0.34071460000390225		0.07712587361785503	0.09613238529614762	0.14925467733451253	0.2771505082961484	0.14026695493995567	0.305531999643192	0.42299458731152495	0.08529611453214371	0.16304891511235414	0.08435620910189405	0.07679067017486751	0.10354168093592005	0.1319153947920747	0.11899667679286038	0.16457510309136336	0.21155562223352833	0.08194463670057685	0.08372203668290122	0.06679548152686084	0.17274584415866817	0.10160370539236531	0.09542289399412106	0.08854794887510604	0.11585750367124696	0.11260674730023987	0.06814067394051823	0.09028747842953345	0.13827982870592648	0.0827305286576382	0.08717178998135086	0.09137183691835893	0.08473959524843835	0.08718812575405369	0.0707410588031891	0.08386429651590813	0.10951135450984666	0.06962917452467353	0.07531776546138602	0.1490495046557832	0.08103169583890778	0.08683366172698632	0.07436958410402303	0.1008882435334105	0.0703700104807424	0.07892698978629853	0.08742494284480044	0.07651142393189705	0.09621413267834489	0.08092245934290279	0.08403574524630103	0.0848037791288879	0.0705881906118344	0.08933673672288937	0.07759178484932112	0.06573325854414137
české	0.41643081073220645	0.706670804953964	0.14109936089981195	0.18780052792849644	0.0663213856558322	0.16632257694579622	0.7260441909226709	0.14807725914390785	0.22847038380278673	0.33357747294352036	0.07712587361785503		0.0873617788473207	0.13924940919391526	0.2688823848666827	0.13257885697000177	0.29186368174795874	0.4139569092745685	0.07618831973934301	0.15449671774428692	0.0768654010124219	0.06771117813414404	0.0945654457254048	0.12536564250350776	0.11013165935165353	0.1562203282369049	0.20361558999003376	0.07289237808864953	0.07458478234771737	0.05756185272778909	0.16514129575006198	0.09255144678043799	0.08631509920132037	0.0784725864415512	0.10914915878825317	0.10508890284447123	0.0596698446610357	0.08126146182594042	0.12790211715305908	0.07356255932488667	0.07924940770911118	0.0836494899416323	0.07410744889944036	0.07805087141886985	0.061541007156644296	0.07260133852935058	0.10055877768414603	0.06042912287812874	0.06608413666231427	0.1366336508089707	0.07186372650615623	0.07439217260828106	0.06516953245747822	0.09183598492148318	0.061895463346871286	0.0696933609872268	0.07825697351204888	0.06808656695128064	0.0871063378855442	0.07168883054383104	0.07343675239966617	0.07358625772196367	0.0613881389652896	0.08019948238770552	0.0691669278687047	0.05725871141027025
včera	0.430269652458628	0.7234987779098676	0.161590667565718	0.20338634562427235	0.08694456366883502	0.1853206786972102	0.737739762416372	0.17386370891616806	0.2450435610839183	0.3477192639868674	0.09613238529614762	0.0873617788473207		0.16167840844059597	0.28572445208341074	0.15015077726843845	0.31062174882726934	0.43377618993444056	0.09525850745016541	0.173715885274596	0.09497857363993521	0.08669072476236513	0.1134173505792058	0.14106021466705398	0.12950852688852427	0.17474144143372747	0.22448207841789886	0.09322957639522149	0.09825137926966161	0.07768377552763463	0.18201038210958131	0.11143013481369496	0.1056445929264109	0.0986189169471593	0.12747239894111473	0.12459696915244486	0.07935328117221652	0.10380588686908078	0.15235247958939954	0.09578035064207087	0.09754909931838818	0.10299631986860841	0.09531564132873882	0.10008915000580784	0.08153730255780624	0.09451727836070481	0.11983192144645541	0.08635903636592425	0.08726096973787989	0.15503343157956764	0.09278140708229907	0.09467704271433477	0.08965496291448759	0.11072804798226801	0.08262234174593844	0.08997993353664145	0.09917465408819172	0.08782627860357264	0.10720304915707791	0.09462537739142479	0.09461358547523177	0.09573905089276288	0.0810477301916314	0.10099501352472147	0.08788988561668548	0.0802577542076204
i	0.47137782781213017	0.7625508141733702	0.21388605238969638	0.2533891839414455	0.14513471369561412	0.23461374245380712	0.7701143526635679	0.2161046770643909	0.2944438783617832	0.39613424571788647	0.14925467733451253	0.13924940919391526	0.16167840844059597		0.3400599515200441	0.19787161407303339	0.35316230628817324	0.4705738361002193	0.15245557238463023	0.2197040268242022	0.14641157037374722	0.14614839814950792	0.16487184454322104	0.19025714833815754	0.1785518776520497	0.24679812027152787	0.2751410231851438	0.14987161760006878	0.1473556288763715	0.13348546635128355	0.22823722729147033	0.16441651552475237	0.160497653223196	0.1566603565191078	0.17688622643871982	0.1732406949567201	0.13321454996060822	0.1551424906460147	0.19816094328290523	0.1476599468038664	0.15003734800185556	0.15326855598347403	0.1515347119830504	0.15316346119081645	0.13654016640205374	0.14721340698378169	0.17191220582711986	0.13807922468983402	0.14000119080222623	0.2133958079226467	0.14999502429144854	0.15305645387989336	0.1391675970694491	0.16179720263074548	0.13716050288565568	0.1440136208736971	0.15082993472622835	0.14057831109730806	0.15762997259046274	0.14374870765000203	0.14676178299331694	0.14692157944283907	0.13598994400456596	0.15397307386394382	0.14095848279443793	0.13336360590638896
o	0.5862851427813234	0.8527486090847675	0.3316308180533386	0.37363921442885617	0.26696397417779727	0.35254397577022495	0.8677165371674613	0.3340884223040437	0.4071800774689671	0.5100629085132606	0.2771505082961484	0.2688823848666827	0.28572445208341074	0.3400599515200441		0.33068222529064684	0.4628349860007849	0.5824567741775323	0.2754895740429808	0.34764760064275374	0.2758217121334065	0.27153691671322056	0.2931061499047719	0.3204216794826152	0.30752240110371687	0.3616856433878861	0.3860569949204207	0.2790827621838463	0.2771177540846695	0.2595535829062397	0.35281806878263966	0.2921222851354134	0.28666598580960895	0.2806526346778824	0.30290718586704835	0.3041370980268169	0.2605610039677475	0.28264728719048626	0.319740194609344	0.2735871940031801	0.2791013293076045	0.28041647804227154	0.2760243510492024	0.2801930464558572	0.26556150311216287	0.2743746494657354	0.30359794572311105	0.26287784869045083	0.2672698521516944	0.33007830567091956	0.27193525081188774	0.2784380296218561	0.2657678352015358	0.2929296968313838	0.26482665225649127	0.2727394707778501	0.2782816081903423	0.26809437043916734	0.2870856994972993	0.2743897370829564	0.2746224678890462	0.2750077310423311	0.2668842225227166	0.28042606147117544	0.26946267152808934	0.2589307338661212
k	0.4704350251161204	0.7486046431415629	0.20077753384452546	0.2491315646258835	0.1313604122404085	0.22355854254363983	0.769394746737365	0.20552320624771264	0.28266189212537296	0.38920309080944065	0.14026695493995567	0.13257885697000177	0.15015077726843845	0.19787161407303339	0.33068222529064684		0.34530935155210163	0.4649606436259416	0.14294477199289424	0.22122758614195476	0.14387214804732507	0.13646993374443778	0.1594187951230378	0.18558221037682443	0.17539407005583116	0.23683885847020925	0.2613409086991622	0.14021844162326408	0.14045838331686972	0.12329971425435166	0.22345594520303347	0.15741654550488596	0.15040873414179146	0.14617469965311286	0.17075720965124602	0.17075221584206163	0.12259803898605885	0.15121773242803424	0.18681043558208044	0.1367036406469873	0.14294691904266874	0.1470346934027905	0.13724853022154102	0.14064001317268715	0.12881338902115025	0.13656484919734624	0.16274822876917056	0.12721880075150926	0.12977513050692663	0.19969814090891858	0.13500480782825686	0.14318865597342986	0.13139258208900625	0.1541287421686762	0.12660428367382098	0.13451233779030985	0.14139805483414952	0.12996331135053052	0.15095019967106565	0.13783212123822494	0.13712774624427848	0.1377550485893726	0.1284507307022767	0.1444866099731342	0.13304796671743652	0.12267686521423313
se	0.5863322760656753	0.8802199874702489	0.3527701548672838	0.3862803838946577	0.28823508199858616	0.3738803603149584	0.8966383263852911	0.3540464927083015	0.4274414003514343	0.5259099623021157	0.305531999643192	0.29186368174795874	0.31062174882726934	0.35316230628817324	0.4628349860007849	0.34530935155210163		0.5971817020068132	0.3026678900306659	0.3644747254320208	0.2965733571619572	0.29273494520610327	0.31432087979107604	0.3331688009802517	0.3264466576770802	0.3829111951715668	0.40623131457319595	0.29597002677037143	0.29722038509241316	0.2813823932830184	0.3683842781387791	0.31284216348571214	0.30628592902400326	0.3021063930985798	0.32399784894237216	0.3225028203686343	0.28187579527709355	0.2997537783413271	0.3544008626415739	0.29825246693050633	0.3015214641316527	0.30153758237097544	0.2982036192660419	0.3020013299333353	0.28436500166316026	0.2984700125051882	0.321261341930072	0.28419188890136293	0.28837006938955956	0.3566010492567361	0.2974745430745571	0.30123930141251953	0.29126417302023677	0.31067157751649743	0.28458722083214405	0.29231436347377504	0.3024025445332405	0.28985819506506044	0.3063544585202529	0.29687060120548336	0.3024525352274138	0.2989131771875113	0.28769837998112335	0.3015829258707262	0.2923819209871592	0.27999863445519163
a	0.6985551056623687	0.9798845412014243	0.47348557946944225	0.5131739791721356	0.41316120289971403	0.4925891253743916	1.010051984289799	0.47375046031877766	0.5559000601104813	0.6356889715330226	0.42299458731152495	0.4139569092745685	0.43377618993444056	0.4705738361002193	0.5824567741775323	0.4649606436259416	0.5971817020068132		0.42293374022246105	0.4865815671391982	0.4187545205342471	0.4181775431656549	0.4395004888141995	0.45814242239708175	0.45047543594173256	0.5039189757787721	0.5244365116408704	0.42220152532768046	0.4205653935174279	0.4075005832383368	0.49109330267818674	0.4353333916788721	0.42955927803696303	0.4298646928580594	0.43775758456312075	0.4455331066949957	0.4062601078378899	0.4259108139656122	0.4644332835750068	0.41982522527206595	0.4238052805543523	0.4267137830906933	0.4228614880337671	0.423845817548986	0.41280832665644973	0.42345443275198474	0.44214695105403856	0.41021098298830094	0.4156414245088297	0.4785077857107909	0.41875822117354977	0.4249091474765673	0.4115885797394905	0.43638717600224997	0.4089096265182509	0.4173948090192954	0.4255670951214257	0.41158017609773856	0.43084884967402687	0.41975793536607975	0.4222549129357554	0.42095720182746793	0.4107947163047586	0.42752708564315056	0.4158416387618139	0.40633781503049604
zákona	0.41618764481366716	0.7123898259224904	0.14826847134329302	0.19370733480625768	0.07455316842629728	0.1727667640272952	0.733341764410627	0.1553892572879173	0.23737583979233118	0.3379034827309818	0.08529611453214371	0.07618831973934301	0.09525850745016541	0.15245557238463023	0.2754895740429808	0.14294477199289424	0.3026678900306659	0.42293374022246105		0.16223571361083894	0.08577455910882088	0.07571116356719697	0.10342783453724386	0.12953677294720248	0.11870177171821249	0.16469434540280953	0.21702179097108817	0.0808398098203512	0.08269600551236113	0.07343926020874617	0.171149804044194	0.10161244255869802	0.09552051465377322	0.09691343056530574	0.11958267400350758	0.11161463930615378	0.06831191428483063	0.09025401704947983	0.1351643829354865	0.08291814280537306	0.086174061562888	0.09180182787846929	0.08999028962701912	0.0864712215722158	0.06977278992710939	0.08077157944363925	0.10831330014508934	0.06935492595810543	0.07509631426548409	0.14360628901012532	0.08774656723373497	0.08228890121112575	0.07373819657544783	0.09978341665318487	0.07066672859587811	0.07798943590778654	0.08642721442633758	0.08312313622865952	0.09516086807900866	0.07998490546439078	0.08173282732022588	0.08169748088660744	0.07083211135630396	0.08831070555234928	0.07687488066748321	0.06514730759519952
do	0.4838251774866757	0.7619164994185208	0.22101126866264437	0.2648327746318765	0.15368349019679559	0.24467714696001977	0.7838530774133129	0.22718463387120225	0.3038992832712649	0.40371204577809583	0.16304891511235414	0.15449671774428692	0.173715885274596	0.2197040268242022	0.34764760064275374	0.22122758614195476	0.3644747254320208	0.4865815671391982	0.16223571361083894		0.16362757221430235	0.15988122688908496	0.18104780580793	0.20867641694232425	0.1968826190497291	0.2620605581413098	0.2854185133761383	0.16547329879529948	0.1649677881501615	0.14626980142289334	0.24691556547331717	0.178605802259994	0.17302634471746842	0.17065403233753884	0.19241487106862243	0.18866489616406285	0.14517310436122122	0.1724120511199676	0.21360525950178685	0.1594856008193858	0.16595902370290128	0.16629159091759144	0.16149597640865268	0.16364828811344928	0.15397278167994422	0.1605565415836525	0.1864000603633607	0.15088934523737346	0.15268860958781788	0.22042540803093164	0.16162859022125148	0.1678112412952783	0.15142803936764102	0.18011890327807883	0.14991941762003555	0.15886992993774562	0.16622591049379898	0.15297158629129265	0.17597560981728622	0.15927511443782877	0.16137384713746833	0.16172369165850664	0.15165480612804463	0.16871900040991888	0.157563696510153	0.14633564580366998
jeho	0.4208137168055981	0.7121550864457795	0.14756778581050387	0.1927419374171933	0.07431493668222228	0.1724453243974605	0.7296281514563616	0.15503035321251052	0.23400607611468527	0.3383012126940575	0.08435620910189405	0.0768654010124219	0.09497857363993521	0.14641157037374722	0.2758217121334065	0.14387214804732507	0.2965733571619572	0.4187545205342471	0.08577455910882088	0.16362757221430235		0.0748113739009234	0.10340966085864495	0.1299506954705378	0.12108634877291378	0.16390820839672507	0.21378584684913898	0.08056619163480287	0.08244277797614889	0.06795278555076448	0.1717032880376776	0.10188845477845263	0.09582408092044478	0.08542054672075261	0.1207225875475285	0.11212547898775593	0.0662337550893734	0.09331731767639748	0.13444114995191253	0.0807928948089257	0.08592817644214995	0.09093575581154861	0.08133778438347938	0.08523606290890576	0.07002159886737613	0.08052569432290121	0.10747180809726245	0.07146440814845129	0.0734108466102412	0.14321106734306552	0.07909406199019525	0.08141357266537487	0.07708693724378145	0.10092086744374339	0.07103259971148485	0.0770200709351537	0.08548730899608792	0.07640068175858228	0.09490058484886325	0.07901554049175796	0.08076346234759309	0.08077144921199958	0.07118137662922097	0.08738467387774143	0.07631252614256878	0.0665721520771031
který	0.40951660735089823	0.7016770343583931	0.13953046778965017	0.1886315201219089	0.06723159217322175	0.16451908517879185	0.7160412766670368	0.14533216258083914	0.23550534714375687	0.328180163221705	0.07679067017486751	0.06771117813414404	0.08669072476236513	0.14614839814950792	0.27153691671322056	0.13646993374443778	0.29273494520610327	0.4181775431656549	0.07571116356719697	0.15988122688908496	0.0748113739009234		0.10119743574142417	0.12745729733370637	0.10907592522882023	0.19813687084084017	0.20812747340268914	0.09206767341766318	0.0831423672120285	0.057380786043149834	0.16806073535614355	0.09194273102600647	0.08583794302917433	0.09669827354931215	0.11240021935231195	0.10298397532737029	0.060821152579850477	0.08827608775937529	0.1371623779499772	0.07322735588189914	0.0847187120782012	0.08459231852361984	0.07377224545645283	0.07939024335567577	0.07859951275402242	0.07931622995895249	0.10705066986575384	0.0601693350469594	0.06799824410071828	0.14527640349005705	0.0715285230631687	0.09964594784196612	0.0649097446263089	0.09790370673138576	0.06821356756063834	0.07782098857579858	0.07792177006906136	0.06696658873092641	0.08662918171339815	0.07876601642279873	0.07299835617008832	0.0801304076119794	0.07930535855738757	0.09367821329366918	0.07790506609934272	0.05631856306043037
od	0.4390404446318656	0.7266079533949503	0.16731051833480365	0.21208379502043445	0.09525270577501495	0.19192665192309125	0.7424861301070772	0.17175018150669946	0.25045322691134153	0.35673551752129096	0.10354168093592005	0.0945654457254048	0.1134173505792058	0.16487184454322104	0.2931061499047719	0.1594187951230378	0.31432087979107604	0.4395004888141995	0.10342783453724386	0.18104780580793	0.10340966085864495	0.10119743574142417		0.14831227187822707	0.13621425841610174	0.20668122214139228	0.2308195326654478	0.10581135964931113	0.10178641388494826	0.08547759022184928	0.1892058186757541	0.11928361671571278	0.11331157229746439	0.11240158444926496	0.13723885036971395	0.12997572056211903	0.08558024604806799	0.11062298348065813	0.152809631585394	0.10100445780762526	0.10638152315871496	0.10857603180290568	0.10052325621750538	0.10434532265676588	0.0929179527112338	0.10071963563931513	0.12709660306495857	0.08959894431800391	0.09275733756893581	0.1648157000738666	0.09827953382422125	0.10931045618856386	0.09274937463146776	0.11993634647210867	0.08943431671591287	0.09756500067972265	0.1066754725686179	0.09366862083460922	0.11510455939727299	0.09907460569725453	0.10010995330628768	0.10354591665688713	0.09095615030073848	0.1076213717841181	0.09706539208936904	0.08494902408829294
